gameid,gametype,category,mechanic,playingtime,minplayers,maxplayers,minage,weight,title,year,num_voters,geek_rating,avg_rating
98778,familygames,Card Game;; Deduction;; Memory,Communication Limits;; Cooperative Game;; Hand Management;; Memory;; Set Collection,25,2,5,8,1.6927,Hanabi,2010,45804,6.95,7.05
15062,thematic,Adventure;; Bluffing;; Deduction;; Fantasy;; Medieval;; Mythology,Communication Limits;; Cooperative Game;; Dice Rolling;; Hand Management;; Player Elimination;; Semi-Cooperative Game;; Set Collection;; Team-Based Game;; Traitor Game;; Variable Player Powers,80,3,7,10,2.5673,Shadows over Camelot,2005,27117,6.95,7.1
232414,strategygames,Animals;; Card Game;; Educational;; Environmental;; Prehistoric,Hand Management;; Hidden Victory Points;; Open Drafting;; Take That;; Victory Points as a Resource,90,2,4,12,2.875,Oceans,2020,5746,6.948,7.5
12942,familygames,Card Game,Auction/Bidding;; Closed Economy Auction;; Increase Value of Unchosen Resources;; Push Your Luck;; Set Collection,20,3,7,8,1.1348,No Thanks!,2004,25111,6.948,7.07
240196,thematic,Adventure;; Exploration;; Horror;; Miniatures,Cooperative Game;; Dice Rolling;; Grid Movement;; Legacy Game;; Modular Board;; Player Elimination;; Role Playing;; Storytelling;; Tile Placement;; Traitor Game,90,3,5,12,2.8861,Betrayal Legacy,2018,4517,6.946,7.69
128996,wargames,Age of Reason;; American Indian Wars;; American Revolutionary War;; Wargame,Area Majority / Influence;; Area Movement;; Campaign / Battle Card Driven;; Command Cards;; Dice Rolling;; Die Icon Resolution;; Team-Based Game;; Turn Order: Random;; Variable Player Powers,120,2,4,10,2.2509,1775: Rebellion,2013,4144,6.946,7.64
62227,wargames;; strategygames,Modern Warfare;; Political;; Wargame,Action Points;; Action/Event;; Area Majority / Influence;; Campaign / Battle Card Driven;; Command Cards;; Dice Rolling;; Events;; Hand Management;; Point to Point Movement;; Scenario / Mission / Campaign Game;; Simulation;; Solo / Solitaire Game;; Stat Check Resolution;; Sudden Death Ending;; Tug of War;; Variable Player Powers,180,1,2,12,3.6466,"Labyrinth: The War on Terror, 2001 – ?",2010,4818,6.945,7.59
336382,familygames,Card Game;; Comic Book / Strip;; Fighting,Cooperative Game;; Hand Management;; Modular Board;; Solo / Solitaire Game;; Team-Based Game;; Variable Player Powers,40,1,5,14,1.9857,Marvel United: X-Men,2021,2527,6.944,8.16
43570,strategygames,Adventure;; Card Game;; Fighting;; Novel-based;; Pirates,"Deck, Bag, and Pool Building;; Hand Management;; Push Your Luck;; Solo / Solitaire Game",25,1,1,13,2.1507,Friday,2011,20185,6.942,7.12
177639,strategygames,Animals;; Fighting;; Science Fiction,Action Points;; Action Retrieval;; Grid Movement;; Hand Management;; Modular Board;; Simultaneous Action Selection;; Take That;; Variable Player Powers,30,2,2,9,2.0644,Raptor,2015,9669,6.941,7.26
256952,childrensgames;; familygames,Children's Game;; Horror;; Zombies,Area Movement;; Cooperative Game;; Dice Rolling;; Legacy Game;; Variable Player Powers,15,2,4,7,1.395,Zombie Kidz Evolution,2018,4319,6.941,7.67
193042,partygames;; familygames,Action / Dexterity;; Party Game,"Bingo;; Hand Management;; I Cut, You Choose;; Score-and-Reset Game;; Stacking and Balancing",30,2,6,8,1.2151,Junk Art,2016,6960,6.941,7.37
216600,strategygames;; familygames,Card Game;; Dice;; Industry / Manufacturing,Dice Rolling;; Hand Management;; Open Drafting;; Set Collection;; Simultaneous Action Selection;; Solo / Solitaire Game;; Worker Placement with Dice Workers,60,1,5,14,2.2148,Fantastic Factories,2019,5498,6.94,7.48
17405,strategygames,Economic;; Trains,Hexagon Grid;; Investment;; Market;; Network and Route Building;; Ownership;; Stock Holding;; Tile Placement;; Victory Points as a Resource,240,3,5,14,3.9684,1846: The Race for the Midwest,2005,2758,6.938,7.94
13,strategygames;; familygames,Economic;; Negotiation,Dice Rolling;; Hexagon Grid;; Income;; Modular Board;; Negotiation;; Network and Route Building;; Race;; Random Production;; Trading;; Variable Set-up,120,3,4,10,2.3005,CATAN,1995,119705,6.936,7.11
180974,familygames,Fantasy;; Puzzle,Pattern Recognition;; Set Collection;; Take That;; Variable Set-up,45,2,4,8,1.7675,Potion Explosion,2015,17955,6.935,7.13
175095,thematic,Horror;; Zombies,Action Points;; Campaign / Battle Card Driven;; Cooperative Game;; Dice Rolling;; Move Through Deck;; Point to Point Movement;; Ratio / Combat Results Table;; Solo / Solitaire Game,120,1,5,14,3.7986,Dawn of the Zeds (Third Edition),2016,2451,6.935,8.17
191862,familygames,Ancient;; Transportation,Area Majority / Influence;; End Game Bonuses;; Modular Board;; Set Collection;; Worker Placement,40,2,4,10,2.0219,Imhotep,2016,14899,6.935,7.15
11,familygames,Card Game;; Farming;; Negotiation,Hand Management;; Negotiation;; Set Collection;; Trading,45,2,7,12,1.6709,Bohnanza,1997,43841,6.932,7.04
315767,strategygames,Fantasy;; Territory Building,Bingo;; Grid Coverage;; Line Drawing;; Paper-and-Pencil;; Solo / Solitaire Game;; Square Grid,45,1,100,10,2.0769,Cartographers Heroes,2021,3184,6.931,7.84
119506,thematic;; strategygames,American Civil War;; Economic;; Educational;; Political,Cooperative Game;; Pick-up and Deliver;; Point to Point Movement;; Push Your Luck;; Solo / Solitaire Game;; Variable Player Powers,120,1,4,13,2.8995,Freedom: The Underground Railroad,2013,4333,6.931,7.58
262215,strategygames,Economic;; Exploration,"Area Majority / Influence;; Deck, Bag, and Pool Building;; Dice Rolling;; Hand Management;; Network and Route Building;; Open Drafting;; Solo / Solitaire Game;; Victory Points as a Resource",150,1,4,14,3.4859,Blackout: Hong Kong,2018,5520,6.931,7.45
245654,familygames,Dice;; Trains,Bingo;; Connections;; Crayon Rail System;; Dice Rolling;; Line Drawing;; Network and Route Building;; Paper-and-Pencil;; Simultaneous Action Selection;; Solo / Solitaire Game,30,1,6,8,1.4714,Railroad Ink: Deep Blue Edition,2018,11761,6.93,7.2
21790,strategygames;; familygames,Post-Napoleonic;; Transportation,Hand Management;; Network and Route Building;; Open Drafting;; Set Collection,60,2,4,10,2.2596,Thurn and Taxis,2006,19553,6.929,7.09
303057,strategygames,Aviation / Flight;; Economic;; Transportation,Auction/Bidding;; Auction: Fixed Placement;; Connections;; Constrained Bidding;; Events;; Income;; Stock Holding;; Turn Order: Claim Action;; Turn Order: Progressive;; Worker Placement,60,2,4,12,2.4268,Pan Am,2020,4824,6.928,7.55
247367,wargames;; strategygames,Card Game;; Print & Play;; Wargame;; World War II,Card Play Conflict Resolution;; Hand Management,30,2,2,14,1.7174,"Air, Land, & Sea",2019,5378,6.928,7.46
144797,strategygames,Fantasy;; Political,"Area Majority / Influence;; Modular Board;; Take That;; Variable Player Powers;; Worker Placement;; Worker Placement, Different Worker Types",150,2,5,10,3.7874,Argent: The Consortium,2015,3992,6.928,7.64
97786,strategygames;; familygames,Fantasy;; Fighting;; Territory Building,Area Majority / Influence;; Area Movement;; Dice Rolling;; King of the Hill;; Variable Player Powers,90,2,5,8,2.5867,Small World Underground,2011,10712,6.927,7.24
206941,strategygames,Card Game;; Trains,Open Drafting;; Set Collection;; Variable Set-up,80,2,4,10,2.7971,First Class: All Aboard the Orient Express!,2016,5563,6.924,7.43
156009,familygames,Card Game;; Economic;; Nautical;; Pirates,Contracts;; Events;; Market;; Move Through Deck;; Open Drafting;; Push Your Luck;; Race;; Set Collection,50,2,5,8,1.6257,Port Royal,2014,16540,6.923,7.12
206480,wargames;; strategygames,Age of Reason;; Wargame,Area Majority / Influence;; Campaign / Battle Card Driven;; Events;; Open Drafting;; Point to Point Movement;; Secret Unit Deployment;; Simulation,240,2,2,14,3.9779,Imperial Struggle,2020,2283,6.923,8.28
322708,thematic,Adventure;; Fantasy;; Fighting;; Miniatures,Cooperative Game;; Dice Rolling;; Grid Movement;; Modular Board;; Movement Points;; Role Playing;; Scenario / Mission / Campaign Game;; Solo / Solitaire Game;; Square Grid;; Variable Player Powers,180,1,4,14,2.6923,Descent: Legends of the Dark,2021,3737,6.92,7.96
65781,strategygames,City Building;; Economic,Hand Management;; Open Drafting,90,2,4,13,2.8852,London,2010,6505,6.92,7.33
105551,strategygames,Civilization;; Economic;; Exploration;; Nautical;; Negotiation;; Renaissance,Area Majority / Influence;; Auction/Bidding;; Commodity Speculation;; Grid Movement;; Hexagon Grid;; Map Addition;; Market;; Modular Board;; Semi-Cooperative Game;; Tile Placement;; Trading;; Traitor Game;; Worker Placement,240,2,5,14,3.7314,Archipelago,2012,8024,6.92,7.31
142379,strategygames,Adventure;; Exploration;; Mafia,Area Movement;; Enclosure;; Hexagon Grid;; Modular Board;; Open Drafting;; Tile Placement,120,1,5,12,3.676,Escape Plan,2019,4853,6.919,7.53
239942,strategygames,Bluffing;; Card Game;; Fantasy;; Miniatures;; Renaissance,"Action Queue;; Area Majority / Influence;; Area Movement;; Campaign / Battle Card Driven;; Deck, Bag, and Pool Building;; Hand Management;; Modular Board;; Variable Player Powers",90,2,4,14,3.4429,Black Rose Wars,2019,3202,6.917,7.99
95527,strategygames,Dice;; Economic;; Farming;; Nautical,Area Majority / Influence;; Dice Rolling;; Turn Order: Pass Order;; Turn Order: Stat-Based;; Worker Placement;; Worker Placement with Dice Workers,150,2,4,12,4.3,Madeira,2013,4338,6.917,7.56
9674,abstracts,Abstract Strategy,Hand Management;; Highest-Lowest Scoring;; Pattern Building;; Team-Based Game;; Tile Placement,45,1,4,8,1.9104,Ingenious,2004,16792,6.916,7.1
171668,thematic,Card Game;; World War I,Communication Limits;; Cooperative Game;; Hand Management;; Move Through Deck;; Push Your Luck;; Variable Player Powers,30,2,5,14,1.9772,The Grizzled,2015,14145,6.916,7.15
31999,abstracts,Abstract Strategy,Grid Movement;; Map Reduction,60,2,2,13,2.5305,TZAAR,2007,3681,6.916,7.66
252328,wargames;; cgs,Aviation / Flight;; Bluffing;; Collectible Components;; Miniatures;; Movies / TV / Radio theme;; Science Fiction;; Wargame,Action Queue;; Critical Hits and Failures;; Dice Rolling;; Line of Sight;; Movement Template;; Player Elimination;; Simultaneous Action Selection;; Variable Player Powers,45,2,2,14,3.0984,Star Wars: X-Wing (Second Edition),2018,2752,6.916,8.09
221965,familygames,Animals;; Card Game;; Fantasy,Hand Management;; Trick-taking,30,2,2,10,1.5725,The Fox in the Forest,2017,13953,6.914,7.13
125618,strategygames,Card Game;; Pirates,Action Queue;; Hand Management;; Selection Order Bid;; Set Collection;; Simultaneous Action Selection;; Take That;; Turn Order: Role Order;; Variable Phase Order,60,2,6,14,2.2395,Libertalia,2012,13875,6.913,7.13
127398,thematic,Adventure;; Fantasy;; Fighting;; Puzzle,Area Movement;; Cooperative Game;; Dice Rolling;; Scenario / Mission / Campaign Game;; Variable Player Powers,90,2,4,10,2.7634,Legends of Andor,2012,18200,6.913,7.13
6249,strategygames;; familygames,City Building;; Medieval,Hand Management;; Memory;; Open Drafting;; Set Collection;; Tile Placement,60,2,6,8,2.1005,Alhambra,2003,32385,6.913,7.03
36553,partygames,Humor;; Movies / TV / Radio theme;; Party Game,Acting;; Communication Limits;; Memory;; Team-Based Game,60,4,18,12,1.1889,Time's Up! Title Recall!,2008,3507,6.912,7.69
90419,strategygames;; familygames,Aviation / Flight;; Economic,Investment;; Network and Route Building;; Open Drafting;; Set Collection;; Stock Holding,75,2,5,10,2.4359,Airlines Europe,2011,7285,6.91,7.3
276182,strategygames,Exploration;; Pirates;; Territory Building,"Area Majority / Influence;; Area Movement;; Deck, Bag, and Pool Building;; Layering;; Modular Board",150,1,4,14,3.395,Dead Reckoning,2022,2218,6.908,8.25
18,thematic;; strategygames,Maze;; Miniatures;; Racing;; Science Fiction,Action Queue;; Bias;; Grid Movement;; Lose a Turn;; Modular Board;; Programmed Movement;; Race;; Scenario / Mission / Campaign Game;; Simultaneous Action Selection,120,2,8,12,2.429,RoboRally,1994,23577,6.907,7.06
322289,strategygames,Exploration;; Travel,"Contracts;; Ownership;; Point to Point Movement;; Set Collection;; Turn Order: Stat-Based;; Variable Set-up;; Worker Placement, Different Worker Types",120,1,4,14,3.797,Darwin's Journey,2023,2214,6.906,8.24
147949,partygames,Bluffing;; Card Game;; Deduction;; Horror;; Party Game,Hidden Roles;; Role Playing;; Roles with Asymmetric Information;; Traitor Game;; Variable Player Powers;; Voting,10,3,10,8,1.3806,One Night Ultimate Werewolf,2014,26122,6.906,7.08
133848,strategygames,Science Fiction,Dice Rolling;; Hand Management;; Race;; Set Collection;; Trading;; Variable Player Powers;; Worker Placement;; Worker Placement with Dice Workers,60,2,6,13,3.1167,Euphoria: Build a Better Dystopia,2013,10541,6.906,7.19
91312,thematic,Bluffing;; Card Game;; City Building;; Deduction;; Fantasy;; Novel-based,Area Majority / Influence;; Dice Rolling;; Events;; Hand Management;; Hidden Roles;; Interrupts;; Roles with Asymmetric Information;; Sudden Death Ending;; Take That,60,2,4,11,2.2061,Discworld: Ankh-Morpork,2011,10170,6.905,7.25
163968,strategygames,Ancient;; Card Game;; Mythology,Open Drafting;; Set Collection;; Take That;; Turn Order: Claim Action;; Variable Set-up,60,2,4,14,2.7601,Elysium,2015,9506,6.905,7.2
123123,strategygames,Card Game;; Fantasy;; Fighting,Hand Management;; Point to Point Movement;; Simultaneous Action Selection;; Solo / Solitaire Game;; Team-Based Game;; Variable Player Powers,45,1,5,10,3.0875,BattleCON: Devastation of Indines,2013,3216,6.905,7.85
220,familygames,Card Game,Auction/Bidding;; Auction: Turn Order Until Pass;; Constrained Bidding;; Hand Management,30,3,5,10,1.4866,High Society,1995,12223,6.904,7.14
133473,familygames,Card Game,Closed Drafting;; End Game Bonuses;; Hand Management;; Set Collection;; Simultaneous Action Selection,15,2,5,8,1.1588,Sushi Go!,2013,43490,6.904,7.01
875,strategygames,City Building;; Civilization;; Economic;; Industry / Manufacturing;; Transportation,Grid Movement;; Line Drawing;; Modular Board;; Network and Route Building;; Pick-up and Deliver,240,1,4,14,4.194,Roads & Boats,1999,3339,6.904,7.71
31730,strategygames,Economic;; Post-Napoleonic;; Trains;; Transportation,Auction/Bidding;; Auction: Turn Order Until Pass;; Investment;; Network and Route Building;; Ownership;; Stock Holding;; Victory Points as a Resource,60,2,6,12,2.7774,Wabash Cannonball,2007,8112,6.904,7.24
102652,thematic,Card Game;; Comic Book / Strip;; Fighting,Cooperative Game;; Hand Management;; Solo / Solitaire Game;; Variable Player Powers,60,2,5,8,2.5128,Sentinels of the Multiverse,2011,15788,6.903,7.16
245961,strategygames,Dice;; Nautical,Dice Rolling;; Paper-and-Pencil;; Solo / Solitaire Game,45,1,4,8,2.5185,Fleet: The Dice Game,2018,3515,6.903,7.69
290359,wargames,Wargame;; World War II,"Command Cards;; Deck, Bag, and Pool Building;; Dice Rolling;; Hexagon Grid;; Modular Board;; Open Drafting;; Simulation",60,2,2,14,2.2419,Undaunted: North Africa,2020,3070,6.902,7.87
27173,strategygames,Economic;; Medieval;; Nautical;; Territory Building,Auction/Bidding;; Rondel;; Tile Placement;; Victory Points as a Resource,60,2,4,10,2.5421,Vikings,2007,8349,6.901,7.24
196326,partygames;; familygames,Card Game;; Deduction,Hand Management;; Player Elimination,30,2,8,8,1.3267,Love Letter: Premium Edition,2016,5525,6.9,7.44
97842,strategygames,Card Game;; Economic;; Humor,Action Points;; Hand Management;; Victory Points as a Resource;; Worker Placement,75,2,5,14,2.7179,Last Will,2011,10105,6.9,7.17
153938,familygames,Animals;; Dice;; Racing,Betting and Bluffing;; Dice Rolling;; End Game Bonuses;; Roll / Spin and Move;; Track Movement;; Variable Set-up,30,2,8,8,1.4781,Camel Up,2014,26020,6.899,7.04
181530,thematic,Adventure;; Exploration;; Fantasy;; Fighting,"Action Points;; Area Movement;; Deck, Bag, and Pool Building;; Dice Rolling;; Die Icon Resolution;; Hexagon Grid;; Role Playing;; Roll / Spin and Move;; Stat Check Resolution;; Variable Player Powers;; Variable Set-up",180,2,4,14,2.7077,Runebound (Third Edition),2015,5885,6.898,7.47
284189,strategygames,Ancient;; City Building;; Economic,Auction: Dutch;; Cooperative Game;; Income;; Market;; Ownership;; Square Grid;; Tile Placement,90,2,4,13,1.988,Foundations of Rome,2022,2585,6.898,8.04
284435,abstracts,Abstract Strategy;; Puzzle,Contracts;; Race;; Tile Placement;; Turn Order: Time Track,60,1,4,8,1.8663,Nova Luna,2019,7096,6.897,7.32
58421,strategygames,Ancient;; Farming,Bias;; End Game Bonuses;; Open Drafting;; Worker Placement,90,2,4,12,2.8359,Egizia,2009,5398,6.897,7.39
177478,strategygames,Medieval,Open Drafting;; Pattern Building;; Point to Point Movement;; Rondel;; Set Collection,90,2,4,14,3.016,IKI,2015,3590,6.896,7.69
232043,familygames,City Building;; Fantasy;; Medieval;; Territory Building,Enclosure;; Open Drafting;; Tile Placement;; Variable Phase Order,25,2,4,8,2.0495,Queendomino,2017,10294,6.895,7.19
183251,familygames,Exploration;; Puzzle,Bingo;; Connections;; Grid Movement;; Network and Route Building;; Simultaneous Action Selection;; Tile Placement,40,2,4,8,1.4386,Karuba,2015,10469,6.894,7.18
42052,strategygames,Economic;; Farming;; Industry / Manufacturing,Area Majority / Influence;; Worker Placement,135,2,4,12,4.2047,Vinhos,2010,4792,6.894,7.47
84419,wargames,Bluffing;; Civilization;; Science Fiction;; Space Exploration;; Wargame,Auction/Bidding;; Dice Rolling;; Grid Movement;; Hexagon Grid;; Income;; Movement Points;; Paper-and-Pencil;; Secret Unit Deployment;; Simulation;; Solo / Solitaire Game;; Tech Trees / Tech Tracks,240,1,4,14,3.3844,Space Empires 4X,2011,3704,6.893,7.7
265402,strategygames,Fantasy;; Territory Building,Grid Coverage;; Network and Route Building;; Pick-up and Deliver;; Team-Based Game;; Tile Placement,90,2,5,12,2.8165,In the Hall of the Mountain King,2019,3928,6.893,7.65
170561,strategygames;; familygames,Card Game;; Dice;; Fantasy,Dice Rolling;; Open Drafting;; Random Production;; Variable Set-up,45,1,5,13,1.9774,Valeria: Card Kingdoms,2016,5393,6.892,7.45
475,strategygames,Bluffing;; Political,Auction/Bidding;; Auction: Turn Order Until Pass;; Hand Management;; Network and Route Building;; Open Drafting;; Set Collection,90,2,5,12,2.9949,Taj Mahal,2000,7615,6.891,7.27
22827,thematic;; strategygames,Civilization;; Miniatures;; Science Fiction;; Space Exploration;; Territory Building;; Video Game Theme;; Wargame,"Area Majority / Influence;; Area Movement;; Card Play Conflict Resolution;; Deck, Bag, and Pool Building;; Modular Board;; Order Counters;; Variable Player Powers",240,2,6,12,3.8539,StarCraft: The Board Game,2007,7431,6.89,7.35
34119,thematic,Adventure;; Arabian;; Exploration;; Fantasy;; Travel,Dice Rolling;; Narrative Choice / Paragraph;; Point to Point Movement;; Role Playing;; Solo / Solitaire Game;; Storytelling;; Variable Player Powers,120,1,6,12,2.1483,Tales of the Arabian Nights,2009,12489,6.89,7.17
128780,strategygames,Card Game;; Civil War;; Economic;; Political;; Post-Napoleonic;; Wargame,Action Points;; Finale Ending;; Hand Management;; Income;; Market;; Open Drafting;; Simulation;; Take That;; Variable Player Powers,120,1,6,12,3.6326,Pax Porfiriana,2012,3541,6.888,7.67
28023,familygames,Nautical;; Pirates;; Racing,Dice Rolling;; Hand Management;; Roll / Spin and Move;; Simultaneous Action Selection,60,2,6,8,1.6606,Jamaica,2007,19157,6.888,7.06
133038,thematic,Adventure;; Card Game;; Fantasy;; Fighting,"Cooperative Game;; Deck, Bag, and Pool Building;; Dice Rolling;; Hand Management;; Move Through Deck;; Role Playing;; Scenario / Mission / Campaign Game;; Solo / Solitaire Game;; Variable Player Powers",90,1,4,13,2.7151,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,2013,12600,6.886,7.18
117959,familygames,Dice,Area Majority / Influence;; Dice Rolling,30,2,5,8,1.178,Las Vegas,2012,10803,6.886,7.15
27746,strategygames;; familygames,Ancient;; Negotiation,Auction/Bidding;; Dice Rolling;; Roll / Spin and Move;; Set Collection;; Trading,90,3,5,10,2.7557,Colosseum,2007,8854,6.886,7.21
151022,thematic;; strategygames,Card Game;; Science Fiction;; Sports,"Deck, Bag, and Pool Building;; Hand Management;; Open Drafting;; Solo / Solitaire Game;; Take That",45,1,4,9,2.1974,Baseball Highlights: 2045,2015,4390,6.884,7.51
345584,strategygames;; familygames,Card Game;; Fantasy,Betting and Bluffing;; Hand Management;; Take That;; Team-Based Game,25,2,2,8,1.9778,Mindbug: First Contact,2022,3345,6.883,7.84
292375,strategygames,Economic;; Fantasy;; Territory Building,"Area Majority / Influence;; Command Cards;; Cooperative Game;; Income;; Investment;; Secret Unit Deployment;; Solo / Solitaire Game;; Turn Order: Claim Action;; Worker Placement;; Worker Placement, Different Worker Types",180,1,4,13,3.8491,The Great Wall,2021,3111,6.883,7.91
503,abstracts;; strategygames,Abstract Strategy;; Animals;; Arabian,Chaining;; Connections;; Enclosure;; Hexagon Grid;; Hidden Victory Points;; Network and Route Building,45,2,5,10,2.2024,Through the Desert,1998,13636,6.88,7.09
248490,strategygames,Ancient;; Civilization;; Dice;; Fantasy;; Mythology;; Prehistoric;; Science Fiction,"Cooperative Game;; Dice Rolling;; Push Your Luck;; Solo / Solitaire Game;; Variable Player Powers;; Worker Placement;; Worker Placement, Different Worker Types",120,1,7,10,2.4316,Atlantis Rising (Second Edition),2019,3858,6.879,7.6
15363,wargames;; thematic,Exploration;; Fighting;; Science Fiction;; Wargame,Area Majority / Influence;; Dice Rolling;; Hand Management;; Hexagon Grid;; King of the Hill;; Modular Board;; Take That;; Team-Based Game,90,2,4,12,2.232,Nexus Ops,2005,8780,6.879,7.21
2346,abstracts,Abstract Strategy,Grid Movement;; Map Reduction,30,2,2,9,2.6632,DVONN,2001,4901,6.877,7.45
283393,strategygames,Card Game;; Fantasy;; Nautical,"Action Retrieval;; Deck, Bag, and Pool Building;; Hand Management;; Open Drafting;; Slide/Push;; Solo / Solitaire Game;; Variable Player Powers",60,1,4,12,2.3051,Aquatica,2019,5359,6.877,7.39
192836,strategygames,Civilization,Area Movement;; Hand Management;; Modular Board;; Open Drafting;; Tile Placement;; Worker Placement,360,1,4,12,4.0796,The Colonists,2016,4069,6.876,7.56
141572,strategygames;; familygames,Card Game;; Print & Play;; Word Game,"Cooperative Game;; Deck, Bag, and Pool Building;; Delayed Purchase;; Open Drafting",45,2,5,8,1.9929,Paperback,2014,10494,6.875,7.14
159508,strategygames,Nautical;; Science Fiction,Area Majority / Influence;; Area Movement;; End Game Bonuses;; Income;; Modular Board;; Once-Per-Game Abilities;; Open Drafting;; Tech Trees / Tech Tracks;; Tile Placement;; Turn Order: Pass Order;; Variable Set-up,100,2,4,12,3.6811,AquaSphere,2014,7217,6.874,7.26
4390,familygames,Prehistoric,Area Majority / Influence;; Map Addition;; Tile Placement,35,2,5,8,1.9218,Carcassonne: Hunters and Gatherers,2002,12573,6.872,7.13
172308,strategygames;; familygames,Fantasy,Area Movement;; Follow;; Hand Management;; Pick-up and Deliver;; Set Collection;; Simultaneous Action Selection;; Variable Phase Order,75,2,5,10,2.4059,Broom Service,2015,9787,6.872,7.17
42215,familygames,Adventure;; Deduction;; Exploration,Deduction;; Grid Movement;; Hand Management;; Hexagon Grid;; Modular Board;; Push Your Luck,60,2,4,10,2.1277,Tobago,2009,11807,6.865,7.1
264055,familygames,Animals;; Prehistoric;; Science Fiction,Closed Drafting;; Dice Rolling;; Set Collection;; Simultaneous Action Selection,15,2,5,8,1.2559,Draftosaurus,2019,11787,6.865,7.12
338834,familygames,Deduction;; Murder/Mystery,Cooperative Game;; Deduction;; Scenario / Mission / Campaign Game;; Solo / Solitaire Game;; Storytelling;; Team-Based Game,45,1,4,10,1.2281,MicroMacro: Crime City – Full House,2021,3079,6.864,7.72
216734,familygames,Card Game;; Dice;; Fantasy;; Fighting,Dice Rolling;; Re-rolling and Locking;; Take That;; Team-Based Game;; Variable Player Powers,40,2,6,8,2.0824,Dice Throne: Season One,2018,5420,6.862,7.53
39351,strategygames,Economic;; Industry / Manufacturing,Commodity Speculation;; Variable Player Powers,120,3,5,12,3.5267,Automobile,2009,5665,6.861,7.33
155703,strategygames,Animals;; Card Game;; Educational;; Environmental;; Prehistoric;; Print & Play,Action Points;; Hand Management;; Push Your Luck;; Simulation;; Simultaneous Action Selection;; Take That,60,2,6,12,2.431,Evolution,2014,15965,6.86,7.07
130960,wargames,Economic;; Negotiation;; Political;; Territory Building;; Wargame;; World War II,Area Majority / Influence;; Area Movement;; Campaign / Battle Card Driven;; Dice Rolling;; Hand Management;; Movement Points;; Secret Unit Deployment,360,2,3,12,3.386,Triumph & Tragedy: European Balance of Power 1936-1945,2015,2189,6.86,8.15
280794,thematic,Adventure;; Exploration;; Fantasy;; Miniatures,"Cooperative Game;; Deck, Bag, and Pool Building;; Dice Rolling;; Grid Movement;; Modular Board;; Role Playing;; Solo / Solitaire Game;; Storytelling;; Variable Player Powers",180,1,4,12,3.465,Etherfields,2020,3252,6.857,8.01
318182,strategygames,Card Game;; Civilization,"Deck, Bag, and Pool Building;; End Game Bonuses;; Hand Management;; Market;; Move Through Deck;; Solo / Solitaire Game;; Variable Player Powers;; Variable Set-up",120,1,4,14,3.681,Imperium: Legends,2021,2826,6.856,7.87
9625,strategygames,Age of Reason;; Civilization;; Fighting;; Political;; Territory Building,Alliances;; Area Majority / Influence;; Area Movement;; Auction/Bidding;; Dice Rolling,240,2,7,13,3.593,Struggle of Empires,2004,4134,6.856,7.52
193949,thematic,Civilization;; Exploration;; Miniatures;; Movies / TV / Radio theme;; Negotiation;; Science Fiction;; Space Exploration;; Territory Building;; Wargame,Action Points;; Dice Rolling;; Events;; Modular Board;; Point to Point Movement;; Simulation;; Trading;; Variable Player Powers,180,3,3,14,3.1359,Star Trek: Ascendancy,2016,3285,6.855,7.82
39938,strategygames,American West;; City Building;; Economic,Area Majority / Influence;; Dice Rolling;; Tile Placement;; Variable Player Powers;; Worker Placement,90,2,5,12,3.1835,Carson City,2009,7095,6.854,7.23
269511,strategygames,Exploration;; Nautical,"Tile Placement;; Worker Placement;; Worker Placement, Different Worker Types",120,1,4,12,4.1661,Cooper Island,2019,3607,6.853,7.61
270673,familygames,Adventure;; Exploration,Bingo;; Contracts;; End Game Bonuses;; Grid Coverage;; Paper-and-Pencil;; Set Collection,20,2,4,8,1.1694,Silver & Gold,2019,7174,6.852,7.23
205359,cgs,Card Game;; Collectible Components;; Dice;; Fighting;; Movies / TV / Radio theme;; Science Fiction,Dice Rolling;; Hand Management;; Variable Player Powers,30,2,2,10,2.2874,Star Wars: Destiny,2016,5298,6.852,7.46
3685,wargames,Medieval;; Wargame,Area Movement;; Campaign / Battle Card Driven;; Dice Rolling;; Hand Management;; Secret Unit Deployment;; Simulation;; Simultaneous Action Selection,180,2,2,12,2.9673,Hammer of the Scots,2002,4073,6.852,7.53
160010,thematic,Adventure;; Fantasy;; Fighting;; Miniatures;; Novel-based,Action Points;; Area Movement;; Dice Rolling;; Player Elimination;; Team-Based Game;; Variable Phase Order;; Variable Player Powers,90,2,5,14,2.7542,Conan,2016,4462,6.852,7.66
140603,strategygames,Bluffing;; Exploration;; Nautical;; Pirates;; Renaissance,Order Counters;; Push Your Luck;; Secret Unit Deployment;; Set Collection;; Turn Order: Time Track;; Worker Placement,120,3,5,14,2.9197,Francis Drake,2013,5048,6.852,7.38
131357,partygames,Bluffing;; Card Game;; Deduction;; Party Game;; Political,Hidden Roles;; Memory;; Player Elimination;; Take That;; Variable Player Powers,15,2,6,13,1.4145,Coup,2012,43611,6.852,6.99
350316,strategygames,Arabian;; Exploration;; Medieval,"Area Majority / Influence;; End Game Bonuses;; Modular Board;; Open Drafting;; Set Collection;; Solo / Solitaire Game;; Tags;; Tile Placement;; Track Movement;; Worker Placement with Dice Workers;; Worker Placement, Different Worker Types",90,1,4,12,3.7635,Wayfarers of the South Tigris,2022,2521,6.85,7.91
