gameid,gametype,category,mechanic,designer,artist,playingtime,minplayers,maxplayers,minage,weight,urlpic,title,year,num_voters,geek_rating,avg_rating
196326,partygames;; familygames,Card Game;; Deduction,Hand Management;; Player Elimination,Seiji Kanai;; John Zinser,Kali Fitzgerald;; Andrew Hepworth;; Jeff Himmelman;; Scott Nicely,30,2,8,8,1.3267,https://cf.geekdo-images.com/40eKIHpHIDO6VBsZtHAXpA__original/img/y4Y-3-AoDIyo5p9hJPPd6V20-xM=/0x0/filters:format(jpeg)/pic3124998.jpg,Love Letter: Premium Edition,2016,5525,6.899,7.44
153938,familygames,Animals;; Dice;; Racing,Betting and Bluffing;; Dice Rolling;; End Game Bonuses;; Roll / Spin and Move;; Track Movement;; Variable Set-up,Steffen Bogen,Dennis Lohausen;; Chris Quilliams,30,2,8,8,1.4781,https://cf.geekdo-images.com/1ph2jVOD1MudR1fK1nkwwA__original/img/73QLoWe-ejV9mijfd7HWZwns51A=/0x0/filters:format(png)/pic2031446.png,Camel Up,2014,26030,6.899,7.04
177478,strategygames,Medieval,Open Drafting;; Pattern Building;; Point to Point Movement;; Rondel;; Set Collection,Koota Yamada,Dommiy;; David Sitbon;; Koota Yamada,90,2,4,14,3.0265,https://cf.geekdo-images.com/ypE6HrTY1Xvpt1XCpKlMBw__original/img/G4-gFXe9tKgnkgJOFTVO2A-Wbm4=/0x0/filters:format(png)/pic5960068.png,IKI,2015,3603,6.899,7.69
181530,thematic,Adventure;; Exploration;; Fantasy;; Fighting,Action Points;; Area Movement;; Deck Bag and Pool Building;; Dice Rolling;; Die Icon Resolution;; Hexagon Grid;; Role Playing;; Roll / Spin and Move;; Stat Check Resolution;; Variable Player Powers;; Variable Set-up,Lukas Litzsinger,WiL Springer,180,2,4,14,2.7077,https://cf.geekdo-images.com/Zo4slt6oCCOFamxoR1ExcQ__original/img/lUEgowyo23P_hozCI14k2GjR7VY=/0x0/filters:format(jpeg)/pic2625790.jpg,Runebound (Third Edition),2015,5884,6.898,7.47
284189,strategygames,Ancient;; City Building;; Economic,Auction: Dutch;; Cooperative Game;; Income;; Market;; Ownership;; Square Grid;; Tile Placement,Emerson Matsuuchi,Damien Mammoliti,90,2,4,13,0,https://cf.geekdo-images.com/RFx4cgrL0G6q8Wym2WYtpw__original/img/-34kUm9Y2-k_qfJAZ7kITfoBdWE=/0x0/filters:format(jpeg)/pic7215602.jpg,Foundations of Rome,2022,2592,6.898,8.03
284435,abstracts,Abstract Strategy;; Puzzle,Contracts;; Race;; Tile Placement;; Turn Order: Time Track,Uwe Rosenberg;; Corné van Moorsel,Lukas Siegmon,60,1,4,8,1.8719,https://cf.geekdo-images.com/k8OZeKYMN2vVSVCl5FD-UA__original/img/XiytG0d5nHtdoN4Kq3pCM6VcSac=/0x0/filters:format(jpeg)/pic5382418.jpg,Nova Luna,2019,7112,6.897,7.32
58421,strategygames,Ancient;; Farming,Bias;; End Game Bonuses;; Open Drafting;; Worker Placement,Acchittocca;; Flaminia Brasini;; Virginio Gigli;; Stefano Luperto;; Antonio Tinto,Franz Vohwinkel,90,2,4,12,2.8359,https://cf.geekdo-images.com/lt07T2HIr_r7JerYdW0iyA__original/img/d8zivAydrkxYBwwXi1XeM73XlIU=/0x0/filters:format(jpeg)/pic1651950.jpg,Egizia,2009,5398,6.897,7.39
232043,familygames,City Building;; Fantasy;; Medieval;; Territory Building,Enclosure;; Open Drafting;; Tile Placement;; Variable Phase Order,Bruno Cathala,Cyril Bouquet,25,2,4,8,2.0495,https://cf.geekdo-images.com/_6VtTmeI4e7cORxFWRC7Og__original/img/Uem_ewrSp4uzwG19S2CSnHwrmEU=/0x0/filters:format(png)/pic3672901.png,Queendomino,2017,10299,6.895,7.19
42052,strategygames,Economic;; Farming;; Industry / Manufacturing,Area Majority / Influence;; Worker Placement,Vital Lacerda,Mariano Iannelli,135,2,4,12,4.2047,https://cf.geekdo-images.com/VwuH7Q3HgmTuL8YvUTqoMA__original/img/yaMO76F6qMGuTAzkzjWS56YlBS4=/0x0/filters:format(jpeg)/pic815592.jpg,Vinhos,2010,4793,6.894,7.47
183251,familygames,Exploration;; Puzzle,Bingo;; Connections;; Grid Movement;; Network and Route Building;; Simultaneous Action Selection;; Tile Placement,Rüdiger Dorn,Claus Stephan,40,2,4,8,1.4386,https://cf.geekdo-images.com/hhV3JiYZUHEi_glLhC0v8w__original/img/CJ-VpizVCicjpKS6Gs5hy9E74LQ=/0x0/filters:format(jpeg)/pic2727088.jpg,Karuba,2015,10473,6.894,7.18
84419,wargames,Bluffing;; Civilization;; Science Fiction;; Space Exploration;; Wargame,Auction/Bidding;; Dice Rolling;; Grid Movement;; Hexagon Grid;; Income;; Movement Points;; Paper-and-Pencil;; Secret Unit Deployment;; Simulation;; Solo / Solitaire Game;; Tech Trees / Tech Tracks,Jim Krohn,Rodger B. MacGowan;; Mark Simonitch,240,1,4,14,0,https://cf.geekdo-images.com/tMPL9ySUdJvhMc8qhIvHdQ__original/img/naqrOuPy757n2OFQ0sYJy9e98Pk=/0x0/filters:format(jpeg)/pic6439163.jpg,Space Empires 4X,2011,3706,6.893,7.7
265402,strategygames,Fantasy;; Territory Building,Grid Coverage;; Network and Route Building;; Pick-up and Deliver;; Team-Based Game;; Tile Placement,Jay Cormier;; Graeme Jahns,Josh Cappel;; Kwanchai Moriya,90,2,5,12,2.8165,https://cf.geekdo-images.com/O85rGsVqqTfrFbcHQCIFHg__original/img/DhTYEiUShjAY599TQ9yQaJxpu9I=/0x0/filters:format(jpeg)/pic4421569.jpg,In the Hall of the Mountain King,2019,3930,6.893,7.65
170561,strategygames;; familygames,Card Game;; Dice;; Fantasy,Dice Rolling;; Open Drafting;; Random Production;; Variable Set-up,Isaias Vallejo,Mihajlo Dimitrievski,45,1,5,13,1.9776,https://cf.geekdo-images.com/WcC51JYkbf9CYjKGgAVQAw__original/img/HNPdp4xIbg_Sl1u1kcS99blEO60=/0x0/filters:format(png)/pic6922596.png,Valeria: Card Kingdoms,2016,5394,6.892,7.45
475,strategygames,Bluffing;; Political,Auction/Bidding;; Auction: Turn Order Until Pass;; Hand Management;; Network and Route Building;; Open Drafting;; Set Collection,Reiner Knizia,Atha Kanaani;; Bree Lindsoe;; Franz Vohwinkel,90,2,5,12,0,https://cf.geekdo-images.com/1AbjSJSVWFJ5GEXriWLd0w__original/img/pUWU53usRd2ck1OAXApT5haZUW4=/0x0/filters:format(jpeg)/pic4092498.jpg,Taj Mahal,2000,7617,6.891,7.27
22827,thematic;; strategygames,Civilization;; Miniatures;; Science Fiction;; Space Exploration;; Territory Building;; Video Game Theme;; Wargame,Area Majority / Influence;; Area Movement;; Card Play Conflict Resolution;; Deck Bag and Pool Building;; Modular Board;; Order Counters;; Variable Player Powers,Corey Konieczka;; Christian T. Petersen,Kevin Childress;; Andrew Navaro;; Scott Nicely;; Brian Schomburg,240,2,6,12,3.8539,https://cf.geekdo-images.com/tXwlK5uyyxaMzXG65NZ3Xg__original/img/J5-KA7kHSx-6ln75ntNNy9OeBwA=/0x0/filters:format(jpeg)/pic265704.jpg,StarCraft: The Board Game,2007,7431,6.89,7.35
34119,thematic,Adventure;; Arabian;; Exploration;; Fantasy;; Travel,Dice Rolling;; Narrative Choice / Paragraph;; Point to Point Movement;; Role Playing;; Solo / Solitaire Game;; Storytelling;; Variable Player Powers,Anthony J. Gallela;; Eric Goldberg;; Kevin Maroney;; Zev Shlasinger,Peter Gifford;; Dan Harding,120,1,6,12,0,https://cf.geekdo-images.com/ibYzk1WgVEEnC0hnXdpqpg__original/img/AOEgHEj7ER6T0AEfDVuS3s-dTI8=/0x0/filters:format(jpeg)/pic486114.jpg,Tales of the Arabian Nights,2009,12491,6.89,7.17
128780,strategygames,Card Game;; Civil War;; Economic;; Political;; Post-Napoleonic;; Wargame,Action Points;; Finale Ending;; Hand Management;; Income;; Market;; Open Drafting;; Simulation;; Take That;; Variable Player Powers,Matt Eklund;; Phil Eklund;; Jim Gutt,Phil Eklund,120,1,6,12,3.6326,https://cf.geekdo-images.com/eSfBPvoLiAKvCMBzovAnIA__original/img/oq_DUQ2vnasvyq_ir-kZ824oEHc=/0x0/filters:format(jpeg)/pic1395308.jpg,Pax Porfiriana,2012,3543,6.888,7.67
28023,familygames,Nautical;; Pirates;; Racing,Dice Rolling;; Hand Management;; Roll / Spin and Move;; Simultaneous Action Selection,Malcolm Braff;; Bruno Cathala;; Sébastien Pauchon,Mathieu Leyssenne,60,2,6,8,1.6606,https://cf.geekdo-images.com/jZRfv3isrBG5waCzEx60Cw__original/img/aLqKSqw-RWyR4wyfFUywWMQXUTc=/0x0/filters:format(png)/pic6434838.png,Jamaica,2007,19159,6.888,7.06
345584,strategygames;; familygames,Card Game;; Fantasy,Betting and Bluffing;; Hand Management;; Take That;; Team-Based Game,Skaff Elias;; Richard Garfield;; Marvin Hegen;; Christian Kudahl,Denis Martynets,25,2,2,8,1.967,https://cf.geekdo-images.com/eP8UGZ3qUg_MCR9RsTt9Ig__original/img/nxK8haVhgmPxgJHaOFxR6Pr5Gmo=/0x0/filters:format(jpeg)/pic7325636.jpg,Mindbug: First Contact,2022,3357,6.887,7.84
133038,thematic,Adventure;; Card Game;; Fantasy;; Fighting,Cooperative Game;; Deck Bag and Pool Building;; Dice Rolling;; Hand Management;; Move Through Deck;; Role Playing;; Scenario / Mission / Campaign Game;; Solo / Solitaire Game;; Variable Player Powers,Mike Selinker;; Chad Brown;; Tanis O'Connor;; Paul Peterson;; Gaby Weidling,Noah Bradley;; Vincent Dutrait,90,1,4,13,2.7151,https://cf.geekdo-images.com/oilW_2LuTedEdM0R2y3_MA__original/img/mI00RqJFHhbrh_YmlimWaXCgjJM=/0x0/filters:format(jpeg)/pic1775517.jpg,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,2013,12600,6.886,7.18
27746,strategygames;; familygames,Ancient;; Negotiation,Auction/Bidding;; Dice Rolling;; Roll / Spin and Move;; Set Collection;; Trading,Wolfgang Kramer;; Markus Lübke,Cyrille Daujean;; Jacqui Davis;; Julien Delval;; Daniel Solis,90,3,5,10,2.7557,https://cf.geekdo-images.com/K4sSXOtdCYwiL6vsKsKMdg__original/img/euu6jl-iszG4fiN0KdXYj24NJA0=/0x0/filters:format(jpeg)/pic2729904.jpg,Colosseum,2007,8854,6.886,7.21
117959,familygames,Dice,Area Majority / Influence;; Dice Rolling,Rüdiger Dorn,Harald Lieske;; Markus Schmuck;; Mia Steingräber,30,2,5,8,1.178,https://cf.geekdo-images.com/aQJ0HRKx2mobP0g3FCeR_Q__original/img/0lvxwLBBElto13XPMisB0ZCTSkA=/0x0/filters:format(jpeg)/pic1261796.jpg,Las Vegas,2012,10807,6.886,7.15
151022,thematic;; strategygames,Card Game;; Science Fiction;; Sports,Deck Bag and Pool Building;; Hand Management;; Open Drafting;; Solo / Solitaire Game;; Take That,Mike Fitzgerald,William Bricker;; Franz Vohwinkel,45,1,4,9,2.1974,https://cf.geekdo-images.com/6vlkpViMExKmOvg0CoFXPQ__original/img/96tdeLmdw7kqByX2G8Iumao4W6g=/0x0/filters:format(png)/pic2262580.png,Baseball Highlights: 2045,2015,4391,6.884,7.52
292375,strategygames,Economic;; Fantasy;; Territory Building,Area Majority / Influence;; Command Cards;; Cooperative Game;; Income;; Investment;; Secret Unit Deployment;; Solo / Solitaire Game;; Turn Order: Claim Action;; Worker Placement;; Worker Placement Different Worker Types,Kamil 'Sanex' Cieśla;; Robert Plesowicz;; Łukasz Włodarczyk,Piotr Gacek,180,1,4,13,3.85,https://cf.geekdo-images.com/3P1cMmZ47nf_L1zLO-pKlg__original/img/8mgbSvzu7-1WX4R8ZRseupThtLY=/0x0/filters:format(jpeg)/pic5016682.jpg,The Great Wall,2021,3118,6.883,7.91
248490,strategygames,Ancient;; Civilization;; Dice;; Fantasy;; Mythology;; Prehistoric;; Science Fiction,Cooperative Game;; Dice Rolling;; Push Your Luck;; Solo / Solitaire Game;; Variable Player Powers;; Worker Placement;; Worker Placement Different Worker Types,Galen Ciscell;; Brent Dickman,Vincent Dutrait,120,1,7,10,0,https://cf.geekdo-images.com/WRHngbJkWiKAJ4U8xSySIQ__original/img/TXo07OaiWGK59Zu0IBXbnBpbmag=/0x0/filters:format(jpeg)/pic4895878.jpg,Atlantis Rising (Second Edition),2019,3862,6.88,7.6
503,abstracts;; strategygames,Abstract Strategy;; Animals;; Arabian,Chaining;; Connections;; Enclosure;; Hexagon Grid;; Hidden Victory Points;; Network and Route Building,Reiner Knizia,John Gravato;; Atha Kanaani;; Scott Nicely;; Brian Schomburg;; Claus Stephan,45,2,5,10,0,https://cf.geekdo-images.com/AuiR-lD7RsdYLXbxMaQI8A__original/img/O15RqrkeA6i5JXIP3GwBRRwoPWI=/0x0/filters:format(jpeg)/pic3764263.jpg,Through the Desert,1998,13634,6.88,7.09
15363,wargames;; thematic,Exploration;; Fighting;; Science Fiction;; Wargame,Area Majority / Influence;; Dice Rolling;; Hand Management;; Hexagon Grid;; King of the Hill;; Modular Board;; Take That;; Team-Based Game,Charlie Catino;; Steven Kimball,Christopher Burdett;; Henning Ludvigsen;; Scott Okumura;; Anthony Waters;; Peter Whitley;; Peter Wocken,90,2,4,12,0,https://cf.geekdo-images.com/pq8hJnPlqPLXkykkOzUIkw__original/img/Td0iFN1sgeNlR8ktztgtR2YBmeA=/0x0/filters:format(jpeg)/pic1134615.jpg,Nexus Ops,2005,8781,6.879,7.21
283393,strategygames,Card Game;; Fantasy;; Nautical,Action Retrieval;; Deck Bag and Pool Building;; Hand Management;; Open Drafting;; Slide/Push;; Solo / Solitaire Game;; Variable Player Powers,Ivan Tuzovsky,Irina Kuzmina;; Andrew Modestov;; Oleg Proshin;; Artur Varenyev;; Marat Zakirov,60,1,4,12,2.3025,https://cf.geekdo-images.com/_8WvjlAU1_Y0qhwTjXvbnA__original/img/q01FWyijYaqvGhuwz-lkPBoxaRo=/0x0/filters:format(jpeg)/pic5578646.jpg,Aquatica,2019,5362,6.878,7.39
2346,abstracts,Abstract Strategy,Grid Movement;; Map Reduction,Kris Burm,Kris Burm;; lu'cifer,30,2,2,9,0,https://cf.geekdo-images.com/A-6gi-KVQ4ShlhgXU3dRwg__original/img/RLTB6n_kOLYLCGQ-sY1Na3hqUqE=/0x0/filters:format(jpeg)/pic3324136.jpg,DVONN,2001,4900,6.877,7.45
192836,strategygames,Civilization,Area Movement;; Hand Management;; Modular Board;; Open Drafting;; Tile Placement;; Worker Placement,Tim Puls,Klemens Franz,360,1,4,12,4.0796,https://cf.geekdo-images.com/Ca6hNgx3vX8dri1yj-3CWg__original/img/hVWz5MTXBBc4RCXAQvQ3pnZ7aFc=/0x0/filters:format(jpeg)/pic3195482.jpg,The Colonists,2016,4070,6.876,7.56
141572,strategygames;; familygames,Card Game;; Print & Play;; Word Game,Cooperative Game;; Deck Bag and Pool Building;; Delayed Purchase;; Open Drafting,Tim Fowers,Ryan Goldsberry,45,2,5,8,1.9929,https://cf.geekdo-images.com/iZl2U-2BjftbWfLw5y25Vg__original/img/2kvlCGamVRWxUarnVS0nuV8LudM=/0x0/filters:format(jpeg)/pic7069377.jpg,Paperback,2014,10498,6.875,7.14
159508,strategygames,Nautical;; Science Fiction,Area Majority / Influence;; Area Movement;; End Game Bonuses;; Income;; Modular Board;; Once-Per-Game Abilities;; Open Drafting;; Tech Trees / Tech Tracks;; Tile Placement;; Turn Order: Pass Order;; Variable Set-up,Stefan Feld,Dennis Lohausen,100,2,4,12,3.6811,https://cf.geekdo-images.com/K7Hq_KDgr8jJHMtW21XcfQ__original/img/PckhyT2sfyT93TPkIRyKrvPpPMs=/0x0/filters:format(jpeg)/pic2197124.jpg,AquaSphere,2014,7218,6.874,7.26
4390,familygames,Prehistoric,Area Majority / Influence;; Map Addition;; Tile Placement,Klaus-Jürgen Wrede;; Bernd Brunnhofer,Marcel Gröber;; Anne Pätzke;; Chris Quilliams;; Johann Rüttinger,35,2,5,8,1.9218,https://cf.geekdo-images.com/NSD4L9c-rY5OOlJYFlQ2Wg__original/img/pBCT2KKOuuSrj4OI5gybXzySnRo=/0x0/filters:format(png)/pic5647234.png,Carcassonne: Hunters and Gatherers,2002,12574,6.872,7.13
172308,strategygames;; familygames,Fantasy,Area Movement;; Follow;; Hand Management;; Pick-up and Deliver;; Set Collection;; Simultaneous Action Selection;; Variable Phase Order,Andreas Pelikan;; Alexander Pfister,Vincent Dutrait,75,2,5,10,2.4059,https://cf.geekdo-images.com/PcxTKtTwov2vxkZZbRVDAw__original/img/kjg4hSkTE2a8MKlkZNgTGqfKqgc=/0x0/filters:format(jpeg)/pic2546156.jpg,Broom Service,2015,9789,6.871,7.17
264055,familygames,Animals;; Prehistoric;; Science Fiction,Closed Drafting;; Dice Rolling;; Set Collection;; Simultaneous Action Selection,Antoine Bauza;; Corentin Lebrat;; Ludovic Maublanc;; Théo Rivière,Jiahui Eva Gao;; Vipin Alex Jacob;; Roman Kucharski;; TANSAN Inc.,15,2,5,8,1.2559,https://cf.geekdo-images.com/JahbLRZ_jEe8P8gisXUtJw__original/img/Ug7yXzMmgpaqcv7B_lNTXsAk7_g=/0x0/filters:format(jpeg)/pic4447676.jpg,Draftosaurus,2019,11799,6.865,7.12
42215,familygames,Adventure;; Deduction;; Exploration,Deduction;; Grid Movement;; Hand Management;; Hexagon Grid;; Modular Board;; Push Your Luck,Bruce Allen,Victor Boden,60,2,4,10,0,https://cf.geekdo-images.com/fuC2C10_6QK84R45Mseojw__original/img/H3S1YSPe4O54yLV3W4G_zSTIiwU=/0x0/filters:format(jpeg)/pic596625.jpg,Tobago,2009,11808,6.865,7.1
338834,familygames,Deduction;; Murder/Mystery,Cooperative Game;; Deduction;; Scenario / Mission / Campaign Game;; Solo / Solitaire Game;; Storytelling;; Team-Based Game,Johannes Sich,Daniel Goll;; Tobias Jochinke;; Johannes Sich,45,1,4,10,0,https://cf.geekdo-images.com/bNuZIssobDbFYaLbgMofgw__original/img/_UyVrUsVU_AZNO93QmcosKGs0TA=/0x0/filters:format(jpeg)/pic6242068.jpg,MicroMacro: Crime City – Full House,2021,3082,6.864,7.72
216734,familygames,Card Game;; Dice;; Fantasy;; Fighting,Dice Rolling;; Re-rolling and Locking;; Take That;; Team-Based Game;; Variable Player Powers,Nate Chatellier;; Manny Trembley,Manny Trembley,40,2,6,8,2.0814,https://cf.geekdo-images.com/crZpafHHxItU5EWPCgNbPA__original/img/SW7p_jpQKI-EGcMGjenPjHvGTL0=/0x0/filters:format(jpeg)/pic3962955.jpg,Dice Throne: Season One,2018,5421,6.862,7.54
39351,strategygames,Economic;; Industry / Manufacturing,Commodity Speculation;; Variable Player Powers,Martin Wallace,Mike Atkinson;; Czarnè;; Peter Dennis;; Klemens Franz,120,3,5,12,3.5267,https://cf.geekdo-images.com/lJOntTfaU-lbCZsFcRxA8A__original/img/lkZ8BBkTTqwEq6hK-mZrIQrscEE=/0x0/filters:format(jpeg)/pic744514.jpg,Automobile,2009,5666,6.861,7.33
155703,strategygames,Animals;; Card Game;; Educational;; Environmental;; Prehistoric;; Print & Play,Action Points;; Hand Management;; Push Your Luck;; Simulation;; Simultaneous Action Selection;; Take That,Dominic Crapuchettes;; Dmitry Knorre;; Sergey Machin,JJ Ariosa;; Giorgio De Michele;; Catherine Hamilton;; Kurt Miller;; Jacoby O'Connor,60,2,6,12,0,https://cf.geekdo-images.com/wo_EYno7S66psGPMl_JtiQ__original/img/buKqUQr48Cb41noIhoaAJzWBLQA=/0x0/filters:format(jpeg)/pic3543505.jpg,Evolution,2014,15971,6.86,7.07
130960,wargames,Economic;; Negotiation;; Political;; Territory Building;; Wargame;; World War II,Area Majority / Influence;; Area Movement;; Campaign / Battle Card Driven;; Dice Rolling;; Hand Management;; Movement Points;; Secret Unit Deployment,Craig Besinque,Charles Kibler;; Rodger B. MacGowan,360,2,3,12,3.386,https://cf.geekdo-images.com/KuJMYH3VVj3BriDYaYvDQw__original/img/voKwWUbutxX0d3OGUaqHERXtb3Q=/0x0/filters:format(jpeg)/pic2497742.jpg,Triumph & Tragedy: European Balance of Power 1936-1945,2015,2190,6.86,8.15
280794,thematic,Adventure;; Exploration;; Fantasy;; Miniatures,Cooperative Game;; Deck Bag and Pool Building;; Dice Rolling;; Grid Movement;; Modular Board;; Role Playing;; Solo / Solitaire Game;; Storytelling;; Variable Player Powers,Michał Oracz,Ewa Labak;; Michał Sałata,180,1,4,12,3.465,https://cf.geekdo-images.com/K1yVmbbWCsQuiWk-7x-V-Q__original/img/4l1YMMVL91dNV8KU9cAGADUBY68=/0x0/filters:format(png)/pic7455627.png,Etherfields,2020,3254,6.857,8.01
318182,strategygames,Card Game;; Civilization,Deck Bag and Pool Building;; End Game Bonuses;; Hand Management;; Market;; Move Through Deck;; Solo / Solitaire Game;; Variable Player Powers;; Variable Set-up,Nigel Buckle;; Dávid Turczi,Mihajlo Dimitrievski,120,1,4,14,3.681,https://cf.geekdo-images.com/-6AnQ0BuCM8u1lqAwTe8Rw__original/img/3isy4jQQdEpy8D-JKV2zLxrUjs8=/0x0/filters:format(jpeg)/pic5623567.jpg,Imperium: Legends,2021,2828,6.856,7.86
9625,strategygames,Age of Reason;; Civilization;; Fighting;; Political;; Territory Building,Alliances;; Area Majority / Influence;; Area Movement;; Auction/Bidding;; Dice Rolling,Martin Wallace,Peter Dennis;; João Tereso,240,2,7,13,0,https://cf.geekdo-images.com/V8J_bg9LKjB6as3Oxp_wtQ__original/img/1AabSD3BtD1N-JqFsmix6OIzTbo=/0x0/filters:format(png)/pic5633386.png,Struggle of Empires,2004,4134,6.856,7.52
193949,thematic,Civilization;; Exploration;; Miniatures;; Movies / TV / Radio theme;; Negotiation;; Science Fiction;; Space Exploration;; Territory Building;; Wargame,Action Points;; Dice Rolling;; Events;; Modular Board;; Point to Point Movement;; Simulation;; Trading;; Variable Player Powers,Aaron Dill;; John Kovaleski;; Sean Sweigart,Katie Dillon;; Charles Woods,180,3,3,14,3.1359,https://cf.geekdo-images.com/0xrgwN5L4u7HOIeY7QzkTg__original/img/a0vIOrJdFX5IGez-m9_9yN4fHk8=/0x0/filters:format(jpeg)/pic2963697.jpg,Star Trek: Ascendancy,2016,3285,6.855,7.82
39938,strategygames,American West;; City Building;; Economic,Area Majority / Influence;; Dice Rolling;; Tile Placement;; Variable Player Powers;; Worker Placement,Xavier Georges,Alexandre Roche,90,2,5,12,0,https://cf.geekdo-images.com/DxNZPNkfjS-exbFa_ASi0Q__original/img/y5XnUGr6Oxf-7d6CalLATFR76Bk=/0x0/filters:format(jpeg)/pic577030.jpg,Carson City,2009,7096,6.854,7.23
269511,strategygames,Exploration;; Nautical,Tile Placement;; Worker Placement;; Worker Placement Different Worker Types,"Andreas ""ode."" Odendahl",Javier González Cava,120,1,4,12,0,https://cf.geekdo-images.com/YDY6ZHqdRyDMvpfQO_jV7A__original/img/A11s0hdDTIG32lwT3d_7NLMHmM0=/0x0/filters:format(jpeg)/pic4853982.jpg,Cooper Island,2019,3609,6.854,7.61
350316,strategygames,Arabian;; Exploration;; Medieval,Area Majority / Influence;; End Game Bonuses;; Modular Board;; Open Drafting;; Set Collection;; Solo / Solitaire Game;; Tags;; Tile Placement;; Track Movement;; Worker Placement with Dice Workers;; Worker Placement Different Worker Types,S J Macdonald;; Shem Phillips,Mihajlo Dimitrievski,90,1,4,12,3.7651,https://cf.geekdo-images.com/bH-ThnratBE1MAB_KdgrWg__original/img/FMbwKz_hXrfQEPVfYe8U2nIOwyQ=/0x0/filters:format(jpeg)/pic7339734.jpg,Wayfarers of the South Tigris,2022,2536,6.853,7.91
205359,cgs,Card Game;; Collectible Components;; Dice;; Fighting;; Movies / TV / Radio theme;; Science Fiction,Dice Rolling;; Hand Management;; Variable Player Powers,Corey Konieczka;; Lukas Litzsinger,Lucas Durham;; Vlad Ricean,30,2,2,10,0,https://cf.geekdo-images.com/wXqxBwfHnCCkPA04L6g2Og__original/img/yNtbKiWfXeGy-_MuzMIQeMwI9bQ=/0x0/filters:format(jpeg)/pic3363466.jpg,Star Wars: Destiny,2016,5301,6.853,7.46
270673,familygames,Adventure;; Exploration,Bingo;; Contracts;; End Game Bonuses;; Grid Coverage;; Paper-and-Pencil;; Set Collection,Phil Walker-Harding,Oliver Freudenreich,20,2,4,8,1.168,https://cf.geekdo-images.com/a6DA19Zb8GLJ3wxyamCiJw__original/img/0VTXqGyyc0PC_-AdDcOIllSQDMg=/0x0/filters:format(jpeg)/pic6974604.jpg,Silver & Gold,2019,7176,6.852,7.23
160010,thematic,Adventure;; Fantasy;; Fighting;; Miniatures;; Novel-based,Action Points;; Area Movement;; Dice Rolling;; Player Elimination;; Team-Based Game;; Variable Phase Order;; Variable Player Powers,Frédéric Henry;; Antoine Bauza;; Pascal Bernard;; Bruno Cathala;; Croc;; Ludovic Maublanc;; Laurent Pouchain,Georges Clarenko;; Xavier Collette;; Viktor Dragosani;; Xavier Gueniffey Durin;; Yannick Hennebo;; Kekai Kotaki;; Paolo Parente;; Stéphane Simon;; Adrian Smith,90,2,5,14,0,https://cf.geekdo-images.com/x0VJACjymxo4boRichVVKQ__original/img/J6IDtxBCyRLBOf_H8MH__g2xm5c=/0x0/filters:format(jpeg)/pic3118623.jpg,Conan,2016,4463,6.852,7.66
3685,wargames,Medieval;; Wargame,Area Movement;; Campaign / Battle Card Driven;; Dice Rolling;; Hand Management;; Secret Unit Deployment;; Simulation;; Simultaneous Action Selection,Tom Dalgliesh;; Jerry Taylor,Karim Chakroun;; Mark Churms;; Tom Dalgliesh;; Jerry Taylor,180,2,2,12,0,https://cf.geekdo-images.com/o_A6wRI02aiADxlP0WDEZQ__original/img/gZI7CPl1_ahSYsG93IQ51TWXDak=/0x0/filters:format(jpeg)/pic623710.jpg,Hammer of the Scots,2002,4073,6.852,7.53
131357,partygames,Bluffing;; Card Game;; Deduction;; Party Game;; Political,Hidden Roles;; Memory;; Player Elimination;; Take That;; Variable Player Powers,Rikki Tahta,Behnam Balali;; Luis Francisco;; Andrew Higgins;; Alex Jensen;; Alexandr Kiselev;; Prapach Lapamnuaysap;; Tomasz Larek;; M81 Studio;; Jarek Nocoń;; Guillermo H. Nuñez;; Weberson Santiago;; Alejo Vigliani;; Uros Vuckovic,15,2,6,13,1.4145,https://cf.geekdo-images.com/MWhSY_GOe2-bmlQ2rntSVg__original/img/ayAAWBK1rAEumARNmROsOtvqW-4=/0x0/filters:format(jpeg)/pic2016054.jpg,Coup,2012,43622,6.852,6.99
140603,strategygames,Bluffing;; Exploration;; Nautical;; Pirates;; Renaissance,Order Counters;; Push Your Luck;; Secret Unit Deployment;; Set Collection;; Turn Order: Time Track;; Worker Placement,Peter Hawes,Franz Vohwinkel,120,3,5,14,0,https://cf.geekdo-images.com/oYDRG315rTkMJG9ZFwQpTQ__original/img/Cn19RxMSKMquYu2XCdHb4uUyl9Y=/0x0/filters:format(jpeg)/pic3182129.jpg,Francis Drake,2013,5047,6.852,7.38
345972,familygames,Animals;; Card Game,Hand Management;; Predictive Bid;; Trick-taking,Muneyuki Yokouchi (横内宗幸),Osamu Inoue (井上磨),40,2,5,13,0,https://cf.geekdo-images.com/M1gT_9LjNqUzAx3RAqdGRQ__original/img/euRCLPNg4Zpqqtvwdcjvbrna9JQ=/0x0/filters:format(jpeg)/pic6731829.jpg,Cat in the Box: Deluxe Edition,2022,3224,6.851,7.67
